Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Kia,Carnival,2016,Other,Golden,Semi Full,3.3,Gas,Automatic,118000,Riyadh,59000.0,False
Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,38000,Riyadh,87000.0,False
GMC,Yukon,2014,Saudi,Brown,Standard,5.3,Gas,Automatic,188000,Abha,81500.0,True
Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,62000,Riyadh,75000.0,False
Mercedes,C,2015,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,173000,Riyadh,108000.0,False
Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,200000,Riyadh,11500.0,False
Lexus,ES,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,45000,Riyadh,112000.0,False
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,2000,Jeddah,69000.0,False
Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,16000,Riyadh,90000.0,False
Ford,Flex,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,110000,Riyadh,67000.0,False
Nissan,Patrol,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,92000,Riyadh,175000.0,False
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,114000,Riyadh,106000.0,False
Toyota,FJ,2015,Saudi,White,Full,4.0,Gas,Automatic,259880,Riyadh,89000.0,False
Kia,Optima,2017,Gulf Arabic,Brown,Standard,2.4,Gas,Automatic,75000,Riyadh,48000.0,False
GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,96000,Riyadh,145000.0,False
BMW,The 7,2017,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,87000,Riyadh,175000.0,False
Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,111075,Jazan,80000.0,False
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,180818,Riyadh,27500.0,False
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,144024,Riyadh,27500.0,False
Changan,Seven,2020,Saudi,Red,Standard,1.5,Gas,Automatic,47528,Riyadh,28500.0,False
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,36833,Riyadh,28500.0,False
Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,114000,Riyadh,65000.0,False
Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,111000,Riyadh,75000.0,False
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,81000,Riyadh,62000.0,False
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,78000,Riyadh,57000.0,False
Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,5.3,Gas,Automatic,97000,Riyadh,135000.0,False
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,63744,Riyadh,25000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,71000,Riyadh,38000.0,False
Hyundai,Sonata,2018,Other,White,Full,2.0,Gas,Automatic,65239,Qassim,67000.0,False
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131000,Jeddah,35000.0,False
Genesis,G80,2016,Other,White,Full,3.8,Gas,Automatic,124000,Riyadh,86000.0,False
Mercedes,E,2019,Other,Black,Standard,2.0,Gas,Automatic,38000,Riyadh,216000.0,False
Porsche,911,2013,Saudi,Grey,Full,3.5,Gas,Automatic,26000,Dammam,280000.0,False
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,121000,Jeddah,48000.0,False
Genesis,Royal,2015,Saudi,Black,Full,5.0,Gas,Automatic,98000,Riyadh,111000.0,False
BMW,The 7,2020,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Riyadh,349000.0,False
Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,40000,Dammam,185000.0,False
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,68000,Al-Medina,26500.0,False
Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,75000,Riyadh,21000.0,False
Toyota,Land Cruiser,2018,Saudi,Silver,Full,5.7,Gas,Automatic,23435,Riyadh,243000.0,True
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,106000,Dammam,79000.0,False
Chevrolet,Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,91000,Dammam,55000.0,False
Toyota,Fortuner,2014,Saudi,White,Standard,2.7,Gas,Automatic,127000,Jeddah,57000.0,False
Mazda,CX9,2017,Saudi,Brown,Full,2.5,Gas,Automatic,123000,Riyadh,111000.0,True
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,21000,Jazan,275000.0,False
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,79968,Riyadh,29000.0,False
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,203429,Riyadh,29000.0,False
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93788,Riyadh,29000.0,False
Renault,Duster,2018,Saudi,Black,Standard,2.0,Gas,Automatic,164169,Riyadh,29500.0,False
GMC,Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,17000,Dammam,156000.0,False
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,34000,Riyadh,158000.0,False
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,170000,Jeddah,26000.0,False
Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Al-Ahsa,65000.0,False
Hyundai,Elantra,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,94000,Riyadh,48000.0,True
Toyota,Land Cruiser,2020,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,124000,Jeddah,250000.0,False
Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,119000,Dammam,180000.0,False
Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000.0,False
Honda,Accord,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000,Riyadh,102000.0,False
Mercedes,C,2017,Other,Grey,Full,3.0,Gas,Automatic,210000,Riyadh,210000.0,False
Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,4.8,Gas,Automatic,44000,Riyadh,95000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,60000,Riyadh,240000.0,False
Ford,F150,2017,Other,Grey,Full,8.0,Gas,Automatic,140000,Riyadh,145000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,35000,Hafar Al-Batin,233000.0,True
Toyota,Land Cruiser,2021,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,3500,Riyadh,275750.0,True
Mazda,CX5,2020,Saudi,Grey,Full,2.5,Gas,Automatic,35000,Riyadh,85250.0,True
Ford,Taurus,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,199,Riyadh,69000.0,True
Zhengzhou,Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,13800,Sabya,35000.0,False
Renault,Duster,2018,Saudi,Other,Standard,2.0,Gas,Automatic,53811,Riyadh,29500.0,False
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,93049,Riyadh,29500.0,False
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,87042,Riyadh,29500.0,False
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,85093,Riyadh,29500.0,False
Land Rover,Range Rover,2015,Gulf Arabic,White,Full,5.0,Gas,Automatic,140000,Riyadh,260000.0,False
BMW,The 4,2015,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,122000,Riyadh,110000.0,False
Lexus,GS,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,78000,Riyadh,170000.0,False
Mitsubishi,Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525,Riyadh,78000.0,False
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,2.4,Gas,Automatic,76000,Riyadh,68000.0,False
Mercedes,C,2016,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,119000,Riyadh,130000.0,False
Chrysler,C300,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000,Riyadh,135000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,5.0,Gas,Automatic,110000,Riyadh,255000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,5.0,Gas,Automatic,132000,Riyadh,235000.0,False
MINI,Copper,2016,Gulf Arabic,Black,Full,2.0,Gas,Automatic,42000,Riyadh,95000.0,False
Chevrolet,Impala,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,84000,Riyadh,77000.0,False
Toyota,Avalon,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000,Riyadh,118000.0,False
Nissan,Patrol,2019,Saudi,White,Full,4.0,Gas,Automatic,43000,Riyadh,225000.0,False
GMC,Acadia,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,106000,Riyadh,75000.0,False
GMC,Sierra,2020,Gulf Arabic,Grey,Full,5.3,Gas,Automatic,32000,Riyadh,158000.0,False
Land Rover,Range Rover,2020,Gulf Arabic,Golden,Full,5.0,Diesel,Automatic,36000,Riyadh,540000.0,False
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000,Riyadh,141000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,39000,Riyadh,160000.0,False
Honda,City,2016,Saudi,Black,Full,1.5,Gas,Automatic,51000,Riyadh,41000.0,False
Land Rover,Range Rover,2019,Other,Black,Full,5.0,Gas,Automatic,28000,Riyadh,450000.0,False
Lexus,LX,2018,Other,White,Full,5.7,Gas,Automatic,107000,Riyadh,365000.0,False
Mitsubishi,Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000,Riyadh,76000.0,False
Chevrolet,Tahoe,2017,Gulf Arabic,White,Full,5.3,Gas,Automatic,73000,Riyadh,142000.0,False
Toyota,Prado,2017,Gulf Arabic,White,Full,4.0,Gas,Automatic,39000,Riyadh,151000.0,False
Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,72000,Riyadh,88000.0,False
Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000.0,False
Chevrolet,Tahoe,2017,Saudi,Black,Standard,5.3,Gas,Automatic,136000,Qassim,130000.0,True
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500.0,False
Renault,Duster,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,117719,Riyadh,29500.0,False
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,51717,Jeddah,29500.0,False
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500.0,False
Mercedes,CLA,2017,Saudi,Red,Full,2.0,Gas,Automatic,103000,Riyadh,110000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,75000,Riyadh,125000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,24000,Riyadh,160000.0,False
MINI,Copper,2018,Saudi,Other,Full,2.0,Gas,Automatic,27000,Riyadh,85000.0,True
Chevrolet,Tahoe,2017,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,168000.0,False
Land Rover,Range Rover,2018,Saudi,White,Full,5.0,Gas,Automatic,26000,Riyadh,170000.0,False
BMW,The 5,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000.0,False
Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000,Riyadh,72000.0,False
Hyundai,Sonata,2019,Gulf Arabic,White,Standard,2.4,Gas,Automatic,35000,Riyadh,64000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,White,Full,5.0,Gas,Automatic,125000,Riyadh,245000.0,False
Chevrolet,Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000,Riyadh,107000.0,False
Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000,Riyadh,79000.0,False
Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,92000.0,False
Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,81000,Riyadh,88000.0,False
Toyota,Camry,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,42000,Riyadh,95000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,5.0,Gas,Automatic,120000,Riyadh,235000.0,False
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000,Riyadh,68000.0,False
BMW,X,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,130000,Riyadh,160000.0,False
Nissan,Patrol,2015,Saudi,Grey,Semi Full,4.0,Gas,Automatic,134000,Riyadh,135000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,115000.0,False
MINI,Copper,2018,Saudi,Silver,Full,2.0,Gas,Manual,59000,Riyadh,85000.0,False
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,85000,Riyadh,141000.0,False
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,75000,Riyadh,141000.0,False
Chevrolet,Impala,2019,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,85000,Riyadh,68500.0,False
Toyota,FJ,2020,Saudi,Grey,Standard,4.0,Gas,Automatic,46000,Riyadh,135000.0,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,110448,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000.0,False
Chevrolet,Suburban,2018,Gulf Arabic,Black,Full,5.3,Gas,Automatic,48000,Riyadh,163000.0,False
Chevrolet,Impala,2019,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,85000,Riyadh,73000.0,False
Honda,Odyssey,2016,Gulf Arabic,Black,Full,3.5,Gas,Automatic,80000,Riyadh,72000.0,False
Nissan,Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000,Riyadh,115000.0,False
Genesis,G80,2017,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000,Riyadh,119000.0,False
Mercedes,S,2015,Gulf Arabic,Grey,Full,3.0,Gas,Automatic,53000,Riyadh,260000.0,False
Mercedes,C,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Riyadh,143000.0,False
Mercedes,E,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Riyadh,135000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,Grey,Full,5.0,Gas,Automatic,58000,Riyadh,250000.0,False
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,59000,Riyadh,188000.0,False
Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,28000,Riyadh,68000.0,False
Mercedes,S,2019,Gulf Arabic,Black,Full,3.0,Gas,Automatic,6000,Riyadh,470000.0,False
Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,94000,Riyadh,238000.0,False
Chevrolet,Suburban,2018,Gulf Arabic,Black,Semi Full,5.3,Gas,Automatic,58000,Riyadh,170000.0,False
Kia,Optima,2018,Gulf Arabic,White,Standard,2.4,Gas,Automatic,48000,Riyadh,67000.0,False
Jeep,Wrangler,2017,Gulf Arabic,Green,Full,3.6,Gas,Automatic,42000,Riyadh,110000.0,False
Mercedes,CLA,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,28000,Riyadh,149000.0,False
GMC,Yukon,2016,Gulf Arabic,Bronze,Standard,5.3,Gas,Automatic,88000,Riyadh,141000.0,False
Ford,Expedition,2016,Gulf Arabic,White,Full,5.4,Gas,Automatic,81000,Riyadh,88000.0,False
Hyundai,Sonata,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,38000,Riyadh,63000.0,False
Lexus,ES,2015,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000,Riyadh,105000.0,False
Mercedes,G,2015,Saudi,White,Full,8.8,Gas,Automatic,213000,Riyadh,240000.0,False
Chevrolet,Impala,2014,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000,Dammam,40000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,173700,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,207135,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114250,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,197990,Riyadh,30000.0,False
Cadillac,XT5,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000.0,False
Jeep,Wrangler,2018,Gulf Arabic,Orange,Standard,3.6,Gas,Manual,40000,Riyadh,115000.0,False
GMC,Acadia,2016,Saudi,Black,Semi Full,3.6,Gas,Automatic,148000,Riyadh,70000.0,False
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000,Riyadh,175000.0,False
Chevrolet,Cruze,2016,Gulf Arabic,White,Semi Full,1.8,Gas,Automatic,52000,Riyadh,45000.0,False
Mercedes,GLC,2018,Gulf Arabic,White,Full,2.0,Gas,Automatic,51000,Riyadh,185000.0,False
Kia,Optima,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680,Riyadh,49000.0,False
Kia,Cadenza,2018,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000,Riyadh,95000.0,False
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,61000,Riyadh,165000.0,False
GMC,Sierra,2011,Saudi,White,Standard,5.3,Gas,Automatic,231000,Riyadh,45000.0,False
Ford,Explorer,2016,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,53000,Riyadh,113000.0,False
GMC,Sierra,2020,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000,Riyadh,159000.0,False
Lexus,ES,2016,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000,Riyadh,115000.0,False
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,4.6,Gas,Automatic,42000,Riyadh,138000.0,False
Mercedes,C,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000,Riyadh,120000.0,False
Chevrolet,Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,146000,Riyadh,118000.0,False
Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,5.0,Gas,Automatic,102000,Riyadh,252000.0,False
Nissan,Navara,2015,Saudi,White,Full,2.5,Gas,Manual,83000,Jeddah,45000.0,False
Lexus,LX,2018,Saudi,Navy,Full,5.7,Gas,Automatic,94800,Riyadh,370000.0,False
Lexus,ES,2019,Saudi,White,Semi Full,4.0,Hybrid,Automatic,90000,Riyadh,185000.0,True
Volkswagen,Touareg,2012,Saudi,Brown,Full,4.0,Gas,Automatic,249000,Riyadh,50000.0,True
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000.0,False
Toyota,Corolla,2020,Saudi,Other,Standard,1.6,Gas,Automatic,16479,Riyadh,56000.0,False
Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,169000,Aseer,75000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,125848,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,132567,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,76938,Riyadh,30000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114482,Riyadh,30000.0,False
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000.0,False
Cadillac,Escalade,2015,Saudi,Other,Full,5.3,Gas,Automatic,123269,Riyadh,150000.0,True
Hyundai,Accent,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,105444,Riyadh,33000.0,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000.0,False
Nissan,X-Trail,2020,Saudi,Black,Full,2.5,Gas,Automatic,3171,Riyadh,69615.5,True
Toyota,Fortuner,2019,Saudi,Grey,Full,3.0,Gas,Automatic,18448,Riyadh,130000.0,False
Honda,Odyssey,2016,Saudi,White,Standard,3.5,Gas,Automatic,166000,Riyadh,63000.0,True
Chevrolet,Aveo,2017,Saudi,White,Standard,1.5,Gas,Automatic,118000,Riyadh,20000.0,False
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,62000,Riyadh,35000.0,False
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,96342,Riyadh,25000.0,False
Lexus,ES,2019,Gulf Arabic,Black,Full,3.5,Gas,Automatic,84000,Riyadh,185000.0,True
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,38000,Riyadh,49000.0,True
Kia,Rio,2015,Saudi,White,Standard,1.4,Gas,Automatic,162000,Riyadh,21000.0,True
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,103000,Riyadh,66000.0,True
Honda,Civic,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,41000,Jeddah,67000.0,False
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,168347,Riyadh,30000.0,False
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,86871,Riyadh,30500.0,False
Kia,Soul,2014,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603,Riyadh,31500.0,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,87995,Riyadh,31500.0,False
Toyota,Fortuner,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,37800,Jeddah,106000.0,False
Toyota,Land Cruiser,2018,Saudi,White,Full,4.0,Gas,Automatic,95000,Hail,243000.0,True
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000.0,False
Hyundai,Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000.0,False
Hyundai,Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000.0,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,175000,Jeddah,77000.0,False
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000.0,False
Kia,Sportage,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000.0,False
Toyota,Rav4,2016,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000.0,False
Honda,Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000.0,False
Toyota,Fortuner,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000.0,False
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000.0,False
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000.0,False
Mitsubishi,Montero,2017,Saudi,Other,Full,3.3,Gas,Automatic,199000,Riyadh,73000.0,False
Genesis,Prestige,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,293000,Riyadh,77000.0,False
Hyundai,Tucson,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000.0,False
Genesis,G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000.0,False
Kia,Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000.0,False
Toyota,Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000.0,False
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000.0,False
Mazda,CX9,2016,Saudi,Other,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000.0,False
Toyota,Land Cruiser,2017,Saudi,White,Full,1.8,Gas,Automatic,188000,Riyadh,182000.0,True
BMW,The 7,2011,Gulf Arabic,Bronze,Full,6.0,Gas,Automatic,144000,Riyadh,65000.0,True
Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500.0,False
Nissan,Sentra,2016,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500.0,False
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000.0,False
Genesis,Prestige,2016,Saudi,Other,Semi Full,3.5,Gas,Automatic,203000,Riyadh,78000.0,False
Lexus,LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000.0,False
Hyundai,Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000.0,False
Kia,Cadenza,2017,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000.0,False
Mazda,6,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000.0,False
Hyundai,Sonata,2020,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000.0,False
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000.0,False
Hyundai,Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000.0,False
Hyundai,Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000.0,False
Toyota,Yaris,2017,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000,Riyadh,128000.0,False
Nissan,Maxima,2016,Saudi,White,Full,3.5,Gas,Automatic,155000,Riyadh,65000.0,False
Hyundai,Tucson,2015,Saudi,White,Full,2.0,Gas,Automatic,251000,Riyadh,49000.0,False
Nissan,X-Trail,2016,Saudi,Other,Full,2.7,Gas,Automatic,65000,Riyadh,52000.0,False
Toyota,Yaris,2017,Saudi,Grey,Standard,1.4,Gas,Automatic,125000,Riyadh,30000.0,False
Toyota,Camry,2019,Saudi,Brown,Full,2.5,Gas,Automatic,49000,Riyadh,82000.0,False
Hyundai,Azera,2018,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000,Riyadh,77000.0,False
Lexus,ES,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000,Riyadh,110000.0,False
Ford,Fusion,2014,Saudi,White,Semi Full,2.0,Gas,Automatic,260000,Riyadh,30000.0,False
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000,Riyadh,127000.0,False
BMW,X,2015,Saudi,Black,Full,3.0,Gas,Automatic,98000,Riyadh,150000.0,False
